,true_labels,predicted_labels
64722,22,22
61959,28,28
74970,17,17
7321,19,19
30914,18,18
112275,18,18
53824,25,25
25891,1,1
106030,16,16
63680,23,23
4961,17,17
25871,8,8
32661,16,16
54201,25,25
46816,17,17
52124,19,19
56285,17,17
79743,17,17
34095,8,8
5879,8,8
87887,13,13
85773,10,10
65732,17,17
78141,4,17
8893,28,28
113951,21,21
45368,10,10
97032,28,28
109088,8,8
6517,8,8
23169,17,15
2113,8,17
52676,2,2
61013,17,17
95068,20,12
18661,18,18
58604,17,17
51051,14,14
114870,9,9
75410,17,17
48150,22,22
39514,25,25
48358,17,17
82670,17,17
93062,7,7
71219,19,19
50616,17,17
99344,6,6
15766,21,21
11466,8,8
11567,18,18
98742,5,5
75468,17,17
120691,15,15
70616,21,21
110793,8,8
115489,17,17
43595,10,10
108972,18,18
1684,8,8
75879,17,17
117630,12,12
6657,8,8
21194,12,12
7431,17,29
24784,2,2
22808,25,25
44832,3,3
26514,25,25
107801,19,19
4081,8,8
62084,18,18
256,17,17
36121,12,17
111384,11,11
109843,13,13
84468,6,6
89164,22,22
50954,17,17
14535,17,17
119638,9,9
51422,28,17
53066,2,2
68521,25,25
119531,9,9
62721,17,17
66370,17,17
62494,17,17
20844,5,5
118180,0,0
19543,28,12
30952,25,25
6370,8,8
80959,12,12
79520,17,17
19242,29,29
95401,2,2
67527,8,8
49193,17,17
51683,18,17
48612,6,6
97874,17,17
98595,7,16
17865,21,21
57637,8,8
75316,17,17
92363,0,0
65895,1,1
96482,13,13
30329,17,17
81291,17,17
29571,23,23
12255,29,29
101803,13,12
3935,29,29
83966,22,22
85926,19,19
32073,8,8
31906,15,15
1501,27,27
95822,0,0
2787,29,29
85157,21,21
108740,21,21
20507,18,18
88183,18,18
10365,29,29
106487,11,11
60997,17,17
5809,8,8
42833,18,18
26330,18,18
82729,4,4
41494,17,17
97900,18,18
17342,29,29
103374,17,17
93824,8,8
76032,17,17
29216,23,23
123121,14,14
101542,11,17
3818,17,17
39858,8,8
33605,17,17
65489,25,25
56135,17,17
119785,11,11
96074,2,2
54778,17,17
4009,17,17
28966,17,17
64920,27,27
98077,8,8
112742,11,11
87577,11,11
92612,8,8
20262,27,17
31008,1,1
104557,12,12
70473,25,25
86525,8,8
84849,2,2
80347,4,4
11597,17,17
83825,21,21
71390,16,16
38475,8,8
101643,22,22
45130,5,5
14505,17,17
65404,17,17
66516,17,17
124711,17,8
101462,3,3
30577,7,7
52246,17,17
830,8,8
31165,8,8
70406,3,3
102529,8,8
100880,17,17
77628,17,17
82229,25,25
55260,13,13
23001,11,11
28467,5,5
35456,25,17
87133,12,12
53527,8,8
89153,16,16
11558,16,16
14777,24,24
102118,5,8
91989,17,17
29891,17,17
59972,8,8
79516,24,24
27093,17,17
59865,13,13
16638,8,8
113705,23,23
107233,10,10
5743,8,8
114549,6,6
4623,29,17
104652,3,3
78520,20,20
62756,17,17
109467,17,17
7363,3,3
107796,21,21
63584,3,3
19308,17,15
1405,8,8
80646,8,8
34086,26,26
64185,17,17
59579,12,12
84282,3,12
42474,17,17
72849,10,10
113239,3,3
47294,6,6
68989,17,17
44060,17,17
109361,18,18
75305,11,11
85037,6,6
21920,16,16
110850,17,17
22338,17,17
39506,1,1
45787,3,17
84549,17,17
2744,2,2
116609,8,8
1880,17,17
37250,8,8
5866,17,17
59861,17,17
9526,18,18
29803,18,18
88703,0,0
21564,29,29
46860,17,17
10180,15,15
99773,9,9
47970,1,1
5616,21,21
82041,6,6
98558,5,8
40919,19,17
42619,2,16
122950,17,17
77743,8,8
60929,17,17
46013,12,12
6559,5,5
92546,21,21
73122,21,21
21776,18,18
107698,17,17
119772,6,17
56075,12,12
12060,29,29
59644,18,18
54448,20,20
61673,10,10
43905,8,8
73850,3,3
117935,2,2
2047,17,17
21582,17,17
71481,16,16
111941,12,12
5980,17,17
77705,20,20
5448,21,21
7057,17,17
36666,17,17
2072,26,26
16512,8,8
92586,6,6
109639,28,28
81961,24,24
52345,19,17
32110,8,8
24037,29,29
76214,21,21
38401,4,4
51143,22,22
117962,21,21
73726,17,17
29596,16,16
62669,25,25
14806,12,12
95247,22,22
30195,17,17
61328,26,26
85378,15,13
94812,10,10
82017,3,3
46124,17,17
30211,16,16
22693,2,6
14685,17,17
93852,17,17
80078,21,21
17486,23,23
80297,8,8
108361,13,13
118346,8,8
9207,17,17
82622,8,8
78864,17,17
21862,17,17
12091,27,27
52564,6,6
58955,3,3
13108,2,2
12576,17,17
56647,27,27
27084,17,17
87270,3,3
70168,17,17
5374,29,29
104341,9,9
111684,26,3
66772,17,17
164,5,5
89255,0,0
83019,2,2
34304,17,17
78172,17,17
121751,19,19
29915,2,2
33790,5,5
104281,19,19
14329,26,26
55815,16,16
6209,21,6
113899,12,12
37494,17,17
82515,5,5
34878,17,17
107221,17,17
3117,17,17
28437,17,17
18241,5,5
80931,14,14
40651,28,12
17680,17,17
72020,8,8
122050,26,26
59744,17,17
82710,17,17
7884,17,17
48969,2,2
37943,17,17
54233,10,10
88008,2,2
68918,22,22
90225,8,8
90292,18,18
17119,17,17
91846,3,3
23663,15,15
42768,25,25
110132,2,2
10408,8,8
112975,20,20
105179,8,8
109592,19,19
59691,17,17
37718,8,8
112774,9,9
82378,13,13
19570,17,17
64246,17,17
114642,2,2
8363,17,17
49924,4,4
47399,23,23
40915,3,3
19815,29,29
42436,25,25
24075,18,17
55788,16,16
25730,17,17
54783,17,17
105302,9,9
56061,23,23
12494,21,21
37771,28,28
27646,17,17
96283,0,0
50631,21,21
46217,12,12
56283,18,18
83957,8,8
95164,11,11
83464,8,8
52507,3,3
70405,0,0
87560,3,13
58938,12,12
26632,25,25
10696,27,27
37245,8,8
122288,17,17
26792,22,22
86671,8,8
99510,17,17
90273,30,18
54409,12,12
2584,17,17
86790,8,8
14515,27,27
99815,12,12
59852,16,16
35173,8,8
83365,8,8
20209,18,18
50234,8,8
51120,8,8
30830,17,17
90906,8,8
11491,29,29
118156,7,17
47028,21,21
56158,18,18
20182,22,22
44751,17,17
109277,9,9
22367,5,5
94186,19,19
5352,8,8
9163,27,27
123299,17,17
106672,3,3
94836,11,11
101162,30,30
71505,21,21
21393,6,6
93927,8,8
80016,21,21
31317,25,17
106665,6,6
21379,27,27
89583,18,18
32436,17,17
8289,11,11
8468,18,18
8648,29,29
76443,8,8
58305,23,23
56634,17,17
32645,16,16
1765,8,8
70336,17,17
90948,23,23
37480,17,17
123915,26,26
76287,21,21
45029,17,17
112257,0,0
62254,20,20
23048,17,17
83887,24,24
32340,5,5
21757,29,25
66965,17,17
58174,17,17
18619,22,22
106042,20,20
8053,22,22
112098,30,30
44994,27,27
64755,17,17
61205,17,19
84318,17,17
96036,21,21
38066,25,17
52023,6,17
117911,14,14
698,8,8
34350,5,5
31916,18,18
111735,17,17
81773,24,24
112155,0,0
91692,26,26
664,8,8
19901,23,23
105070,17,17
53670,25,25
47909,5,5
120120,30,17
64126,17,17
124755,3,3
625,2,2
32909,25,25
31049,12,12
48694,17,17
2168,17,17
39527,12,12
50800,30,30
84332,15,15
75684,18,18
40041,25,25
105247,12,12
110851,11,11
45137,25,25
60456,17,17
64416,8,8
116647,28,28
105322,11,17
112324,3,3
86280,26,26
63775,10,10
76223,21,21
102129,3,3
101929,16,12
108988,18,18
81642,12,12
10484,5,5
43914,17,17
72185,9,9
8835,17,17
71604,8,8
30039,18,18
56796,17,17
107378,12,12
110205,8,8
84137,27,27
65933,17,17
40825,17,17
68969,17,17
44856,27,27
72993,15,15
109399,3,3
11129,17,17
26355,8,8
71704,16,16
108384,17,17
38964,8,8
71199,27,27
82497,8,17
41826,25,25
97024,13,13
38094,17,17
63201,22,22
19390,17,17
59545,13,13
94420,11,11
68114,17,17
111016,18,18
19030,17,19
118953,9,9
5222,17,17
86583,18,17
77931,21,21
6812,17,17
48152,17,17
38482,25,25
103343,6,6
13619,8,8
20713,17,17
68909,16,16
68044,17,17
113912,17,17
18527,8,2
79753,17,17
26486,2,2
113510,28,28
33476,8,8
123886,17,17
41626,5,5
88381,9,9
7828,17,17
52619,25,25
59293,13,13
13797,5,8
49248,17,17
68138,16,16
117390,26,26
105501,2,6
93147,17,17
79757,17,17
26791,2,17
47352,18,18
1384,17,17
115492,8,8
54134,17,17
62549,3,3
38277,8,8
23621,17,17
71929,8,8
4337,29,29
102755,11,11
99109,8,8
50981,17,17
107259,0,0
78419,17,17
48798,12,12
77880,10,10
116965,8,8
67910,9,9
105456,17,17
71917,17,17
42161,17,17
122952,16,16
106422,13,13
41488,4,4
16578,17,17
9573,23,23
102225,8,8
69417,2,2
43683,17,17
97634,28,12
43811,17,17
11250,29,29
108847,28,28
78341,24,24
111231,17,17
76594,17,17
50855,21,21
53573,13,13
61847,17,17
18420,18,18
7040,17,17
112479,17,17
97529,17,17
44212,17,17
116933,9,28
80834,19,19
91772,12,12
31754,27,27
113807,12,12
75557,24,24
76874,3,12
85085,27,27
55379,18,17
69170,17,17
78862,2,16
7823,5,5
69572,28,28
81089,17,17
101873,0,0
64518,17,17
104313,0,0
24455,29,29
109993,22,22
49951,17,17
21973,8,8
67997,8,8
50857,12,21
114296,17,17
114683,17,17
50372,15,15
48463,12,12
9150,17,17
101856,30,30
98554,17,17
94118,13,13
114378,18,18
55314,17,17
94777,17,17
112541,13,13
44701,19,19
109336,12,12
28418,27,27
28828,18,18
69340,18,18
23310,11,11
20173,12,12
83839,17,17
4519,17,17
82525,8,8
81688,11,11
61133,4,4
104776,17,17
47725,8,8
87552,17,17
81338,17,17
39944,16,16
52740,8,8
19221,8,8
97461,9,9
27893,17,25
15838,29,17
69209,12,12
46863,10,10
45401,2,2
96280,12,12
69895,6,6
60685,27,27
46426,17,17
25646,29,11
884,8,8
96463,9,9
11779,17,17
60476,8,8
103877,17,17
35072,17,17
9298,14,14
122682,13,13
55354,1,1
42867,19,19
67890,6,6
83922,20,20
11735,18,18
68058,11,11
53369,25,25
11098,8,8
21428,16,16
119761,16,16
21615,17,17
110921,18,18
58018,8,8
19356,5,5
45660,17,17
27886,25,25
76659,30,30
78523,18,18
8028,8,8
22096,11,11
105480,3,3
96427,21,21
61111,17,17
119712,12,12
88045,16,16
14408,8,8
83154,10,10
16579,17,17
12723,17,17
70985,8,8
72641,8,8
121735,20,20
107410,7,7
62698,15,15
73734,21,21
38372,24,24
106982,21,21
60143,17,17
66816,17,17
14830,17,17
103273,8,8
33752,25,25
28934,5,5
436,17,17
84494,8,8
63029,8,8
35406,17,17
62920,8,8
58089,11,11
25418,17,25
109016,30,30
76813,20,20
119962,0,0
63619,22,22
36250,18,17
36578,28,28
3946,29,29
119418,17,17
35798,5,5
84134,28,21
104431,3,3
546,17,17
65646,24,24
54347,0,0
116511,23,23
68072,28,28
79616,8,8
59118,8,8
20682,14,14
119738,12,12
120912,30,30
61530,16,16
100515,17,17
107241,17,17
44897,6,6
70909,8,8
752,17,17
77138,2,2
37181,11,11
68484,26,26
68194,17,2
117114,8,8
96196,28,28
110860,30,30
24963,8,8
100884,18,18
1478,8,8
14651,8,8
120156,17,17
37919,23,23
100674,23,23
39976,16,16
15194,8,8
112832,30,8
118385,2,2
95796,8,8
123860,16,16
108313,27,27
15841,29,29
37110,2,2
13957,28,28
6359,18,18
10092,8,8
11589,17,17
84547,6,6
74938,17,17
124409,28,28
111746,5,5
124483,21,21
9129,14,14
52387,17,17
76914,4,4
82146,25,25
32224,5,5
77204,12,12
88944,8,8
60368,12,12
42522,17,17
54658,8,8
27925,11,17
64663,17,17
94157,17,17
60953,8,8
24066,22,22
93044,6,6
91791,28,28
78091,14,14
79525,21,21
33723,16,16
103600,3,3
4080,27,27
92094,2,2
18106,17,17
97258,4,4
117956,19,19
74977,4,4
23030,17,17
55977,5,16
85044,18,18
84531,8,8
104317,23,23
54396,8,8
7770,17,17
118040,17,17
10123,16,16
84699,27,27
5792,17,17
105612,6,17
26667,25,25
19272,16,16
91705,19,19
114022,9,9
111515,10,10
50976,21,21
76314,19,19
56688,17,17
43581,11,11
6483,17,17
47288,8,8
44083,25,25
66079,17,17
14555,17,17
79097,30,30
74546,8,8
17068,14,17
3737,2,2
9454,17,17
105095,18,18
122160,17,17
50349,25,25
81491,8,8
93981,18,18
124696,17,17
84792,6,6
82972,24,24
83355,17,17
25119,16,16
31197,12,12
25050,8,8
10216,29,17
35796,17,17
74321,17,17
50988,21,21
74513,2,2
105733,22,22
94185,17,17
12481,22,22
43576,8,8
72492,19,19
82200,8,8
92347,2,2
91230,16,16
68366,2,2
35784,8,17
56348,4,4
53210,3,12
41358,27,27
20725,16,16
57931,12,12
10415,8,8
60104,17,17
95867,3,3
22753,17,17
116401,0,0
10399,18,18
77437,24,8
95550,16,16
31393,2,2
44570,8,8
72802,11,11
111021,30,30
68758,28,28
62131,16,16
55209,26,26
87023,12,12
51002,18,18
17978,17,17
16666,17,17
31743,17,17
91126,5,3
27707,17,17
83387,17,17
90395,17,17
104145,12,12
17359,8,8
36802,25,25
114192,15,15
3235,18,18
716,8,8
42110,18,18
124435,30,30
43411,8,17
62333,25,25
4451,17,17
121807,17,17
115226,0,0
13948,17,17
88187,15,15
90593,0,0
46953,17,17
16731,15,15
49550,19,19
65028,24,24
79902,18,18
103186,3,12
15571,16,16
96169,26,26
66429,8,8
120377,5,5
38969,17,17
67473,17,17
123391,11,11
75849,18,18
77062,12,12
42375,17,17
63302,11,11
53552,16,12
34784,17,17
42211,17,17
112379,0,0
76357,17,17
34552,17,17
100752,17,17
48089,27,27
93349,3,3
81898,3,3
63796,26,26
68661,3,3
69819,27,27
18571,19,19
11206,22,22
26759,3,3
31447,17,17
26356,17,17
31196,17,17
20920,25,25
56579,17,17
68584,27,27
28424,17,17
36650,25,17
78607,17,17
79254,14,14
101880,17,17
70582,24,24
119214,27,27
60358,11,11
49526,11,11
85462,20,20
54727,5,12
93315,17,17
107013,13,13
120208,22,22
15192,5,5
438,18,18
30738,17,17
23272,12,12
92575,17,17
88984,17,17
42091,8,8
102194,15,17
56554,12,12
87454,17,18
57463,17,17
83344,17,17
60350,17,17
87884,8,8
114229,17,17
28445,17,17
112967,16,16
9798,17,17
29630,17,17
63890,11,11
122983,18,18
89374,19,19
11241,29,29
29896,17,17
68941,17,17
27022,5,5
74758,9,9
61524,20,20
27878,17,17
73771,24,24
34292,25,25
123215,8,8
105161,12,12
35056,17,17
108907,13,13
118836,18,18
70479,12,12
51328,19,19
60990,17,17
59704,21,21
15780,17,17
81303,17,17
24534,13,13
71046,12,12
72611,16,16
82157,20,20
88740,18,18
59581,22,22
104597,2,2
28416,12,17
6417,17,17
59988,0,0
56996,9,9
93669,22,22
114767,13,13
85874,17,17
8810,17,17
56359,17,17
114152,18,18
110515,12,12
18563,2,2
116018,12,12
109661,19,19
77310,15,17
99965,30,30
45504,25,25
116709,28,28
14353,18,18
26338,2,2
19183,28,28
18786,17,17
44478,26,26
98845,6,6
69491,17,17
108588,15,15
73310,3,3
35533,16,16
61227,24,24
63970,17,17
72834,6,6
74336,16,16
8211,17,17
38952,17,17
71974,2,2
54394,6,6
122220,0,0
41407,17,17
92294,30,30
75011,22,22
104892,3,3
49779,8,8
53892,8,8
4259,17,17
31249,28,28
30784,17,17
53925,6,6
17975,17,17
71174,20,20
5393,17,17
88097,30,30
66578,18,18
60741,17,17
25637,17,17
81640,3,3
89158,26,26
54156,17,17
40410,17,17
66274,17,17
93888,8,8
112158,17,25
50923,8,8
100261,6,17
45735,25,25
12548,12,12
114860,15,17
2785,7,7
22771,17,17
20027,18,18
68406,2,2
70536,6,6
47863,5,5
6067,5,5
101963,15,15
71580,21,21
176,8,8
114208,0,0
35390,17,17
80087,17,17
80780,23,23
2189,17,17
48246,16,16
28473,12,12
59576,17,17
57041,12,12
4468,19,19
66161,20,20
121151,9,9
81545,25,25
28649,13,13
115253,2,2
34899,8,8
111790,30,30
13757,2,2
64479,17,17
120487,12,12
1761,2,2
91309,28,28
23414,17,17
13279,5,5
118809,12,12
53859,2,2
23779,16,16
120141,12,12
72917,4,4
56038,2,17
3789,17,17
63860,22,22
91154,26,26
1965,17,17
8968,8,8
79967,17,17
30079,17,17
43605,18,18
4272,8,8
30597,24,24
69294,28,8
45189,5,13
26380,18,18
9562,17,17
54495,3,12
2861,17,17
38758,22,22
27234,17,17
93182,17,17
97397,23,23
24983,17,17
97446,17,17
24986,17,17
89146,3,3
112028,3,3
99195,22,8
10898,2,2
34662,18,18
1061,17,17
460,8,16
36675,17,17
115851,19,19
108408,6,6
108377,5,5
26936,18,18
82326,17,17
41761,17,17
49965,22,22
105114,18,18
64915,3,3
60790,5,17
17339,29,29
87756,9,23
45103,18,18
98096,30,30
67455,3,17
106237,17,17
73520,21,21
124405,15,15
68266,15,15
182,8,8
18270,29,29
123305,11,11
40681,11,11
72773,20,20
46449,26,26
36665,17,17
6519,17,5
103824,8,8
95363,15,15
297,8,8
87529,8,8
12024,15,15
9485,15,15
14165,2,2
49042,13,18
8216,17,17
28551,25,25
54296,17,17
108908,12,12
102010,12,12
82266,19,12
28159,17,17
7067,5,5
75178,13,3
12794,26,26
75644,27,27
80029,2,2
105313,6,6
7329,17,17
68496,17,17
118941,17,17
3725,8,8
14785,17,17
87291,7,17
81432,21,21
95125,17,17
48044,17,17
45827,17,17
62964,18,18
44971,5,5
437,17,17
101962,12,12
44962,21,21
74368,17,2
86013,16,16
28921,28,28
79479,8,8
62315,24,11
54915,2,2
31940,12,12
69699,16,16
92569,17,17
59490,24,24
52321,21,21
90732,12,12
89701,18,18
30959,8,8
21731,29,29
25462,3,3
27903,8,8
63408,8,8
18820,17,8
21917,17,17
77053,14,17
9140,15,15
91653,30,30
102615,17,17
43174,17,17
8777,17,17
93080,15,15
95118,14,14
6792,17,17
32536,17,17
34131,17,17
17571,17,17
44616,23,23
73518,18,18
47552,22,22
63653,25,25
2875,17,17
15617,2,2
103672,19,19
53914,3,3
108192,9,9
31838,1,1
116858,12,12
87383,30,30
118357,6,6
25767,12,12
45954,17,17
14146,8,8
98258,13,13
17063,23,23
43697,1,1
76091,15,15
13206,28,28
73005,23,23
80785,24,24
27628,2,2
110131,18,18
10102,18,18
93615,13,13
47428,16,16
71487,8,8
75047,4,17
37091,8,8
18314,17,17
60786,17,17
50186,17,17
123184,27,27
63992,17,17
37523,17,17
86018,8,8
24021,8,8
80531,17,17
99548,9,9
111867,5,5
11888,3,3
29881,6,6
87304,21,18
91977,30,30
73968,26,26
24901,13,18
116117,7,7
10888,5,5
45905,17,17
99717,19,21
72763,17,17
37451,17,17
18285,28,28
112521,17,17
72050,6,6
61044,18,18
76113,8,8
99940,19,19
59359,28,28
31841,8,8
16400,11,11
29916,8,8
49017,25,25
64601,17,17
59761,17,17
76924,17,17
124927,19,19
55601,5,5
80741,3,3
86362,8,8
69328,17,17
33705,5,8
83444,8,8
31652,12,12
113327,14,17
116451,21,21
6770,15,15
41931,6,6
16824,17,17
36721,28,28
81579,6,6
75509,21,21
121029,12,12
106866,17,17
123026,8,8
107390,23,23
79846,11,17
14460,17,17
105419,4,4
54239,17,17
88935,8,8
118720,26,26
80030,17,17
45847,17,17
35350,17,17
35979,8,8
29073,17,17
25024,8,8
82312,22,22
53978,17,17
77679,17,17
119232,18,18
112130,5,5
85604,17,17
69597,2,12
99848,30,30
87113,7,7
54700,25,25
114518,9,9
6987,21,21
43425,5,5
42537,8,8
122884,2,2
80246,22,22
57921,1,1
49235,10,10
117493,13,28
18250,1,1
109139,26,26
112822,19,19
23661,14,14
76791,8,12
58392,17,17
10628,15,15
90556,11,11
66924,17,17
22175,8,8
18365,29,29
63893,10,10
75050,24,24
111397,3,3
109597,9,9
56935,30,30
87121,19,19
48520,17,17
117898,8,8
102643,18,18
92951,12,12
59206,5,5
113223,18,18
3968,17,17
11494,8,8
2709,8,23
93845,30,30
71513,17,17
2054,17,17
39957,8,8
51583,25,25
18355,17,17
29054,21,21
27176,17,17
28637,17,17
54944,22,22
5073,17,17
91325,30,30
2264,17,17
15939,29,29
49579,17,17
64443,17,17
28049,17,17
1770,17,17
111161,8,8
44526,21,21
102929,8,8
89591,18,18
31774,17,17
49388,2,2
120560,17,17
35246,19,19
26102,17,17
80412,8,8
4088,17,17
12724,17,17
78568,17,11
37942,15,15
104097,8,8
80975,18,17
102617,8,8
61149,17,17
117318,11,17
14956,17,17
1812,17,17
80443,17,17
69696,6,6
109296,9,9
99602,16,16
24505,12,12
51014,1,1
72256,8,8
92565,12,12
25725,7,7
57552,10,10
31206,25,25
73581,24,24
94168,11,11
41402,17,17
75628,21,21
30082,12,12
74750,18,18
109763,30,30
81790,18,18
64562,17,17
7737,22,22
61399,24,17
21289,1,1
63292,8,8
32564,6,6
59148,12,12
108305,3,3
38987,10,8
78693,21,21
111840,26,26
85785,8,8
91854,23,23
47079,2,2
101896,9,9
95878,8,8
62978,25,25
59149,17,17
89704,3,3
20251,22,22
73142,12,12
55974,13,25
67513,20,28
38726,17,17
99577,4,4
72998,17,17
81737,15,15
96687,0,0
105378,17,17
18912,21,21
60249,3,3
5330,17,17
80159,8,8
46277,1,1
86628,17,26
25421,27,27
37782,8,8
108414,5,12
22543,17,17
45325,17,17
108189,28,28
114459,30,30
15355,1,1
50506,17,17
50947,8,8
39973,17,17
95442,17,12
88438,14,17
36246,17,17
78335,21,21
9639,17,17
30423,12,12
56293,17,17
112263,15,15
32542,6,6
26394,22,22
112764,21,21
78416,2,2
6750,21,21
59230,28,28
44820,25,25
81479,13,13
81419,17,17
68454,17,17
2758,17,17
26565,17,17
33060,28,28
39947,12,12
32288,12,12
14252,17,17
12074,8,8
89770,17,17
82574,6,6
33936,17,17
66823,17,17
47710,26,26
28487,11,11
33887,8,8
6809,17,17
85527,3,3
8586,29,29
88353,17,17
90437,26,26
8849,23,23
3676,8,8
46112,17,17
1492,8,8
101992,5,11
264,17,17
35124,17,17
1255,7,7
69395,8,8
14473,22,22
109421,23,23
51252,17,17
88505,11,11
116408,9,9
41953,15,15
25867,17,17
18713,11,11
82100,12,12
30542,16,16
81082,15,15
66229,27,27
91700,8,8
11096,13,13
40304,7,7
85199,17,17
40184,17,17
35606,2,2
68141,14,14
113935,21,21
11985,8,8
83091,10,10
1091,5,5
12962,17,17
33171,12,12
43514,17,17
20021,17,17
118410,26,26
5144,17,17
60999,17,28
34516,8,8
40234,26,26
108584,15,15
100857,17,17
117618,8,8
63700,10,16
116369,0,0
69927,3,3
96243,22,22
110811,23,23
27556,28,28
102425,17,17
70869,14,14
59029,11,11
113537,8,8
80319,12,12
29354,17,17
65960,8,8
98110,6,6
45781,22,22
123429,21,21
93914,18,18
106509,13,13
27402,19,19
92885,19,19
49035,19,19
73267,6,6
53983,2,2
88390,12,12
47239,17,17
57959,8,8
20145,3,3
73192,8,8
65900,12,12
78598,21,21
80696,24,24
9543,17,17
2436,15,15
25245,11,11
80964,8,8
72924,21,21
12331,17,17
123240,18,18
37351,17,17
64964,22,22
91116,8,21
29133,17,17
37824,28,28
60856,17,17
46634,17,17
6527,17,17
82340,8,8
98914,18,18
59497,10,10
18104,29,17
26351,17,17
39079,12,12
119413,17,17
18118,17,17
23976,16,16
115905,3,17
119177,17,17
13282,6,6
58124,21,25
108641,12,12
99523,15,15
91764,21,21
41683,17,17
9986,17,17
53457,24,24
11728,17,17
99385,27,27
79367,11,20
91101,2,2
966,17,17
100254,3,3
71202,18,18
5399,6,6
22892,17,17
108864,16,16
62883,21,21
8543,27,27
114243,8,8
87100,12,12
9983,17,17
30345,17,17
14900,12,12
50434,3,3
39049,30,25
22536,17,17
106932,17,17
1507,17,17
47075,3,3
22273,7,7
26267,18,28
55534,1,1
58023,8,8
72638,17,17
10202,16,16
68786,17,17
124579,22,22
34205,1,1
15654,2,17
19605,8,8
61618,8,8
66621,17,17
13267,17,17
122219,19,19
3557,8,8
111838,26,26
14889,8,8
124157,4,4
22230,18,18
77278,26,26
86068,8,8
121113,9,9
22877,8,8
34639,27,27
91588,7,7
16302,17,17
101345,11,11
91420,17,17
13396,28,28
79706,25,25
35527,17,17
6290,5,5
50041,21,21
52037,17,17
96473,8,8
84747,30,30
39329,17,17
3479,17,17
60876,28,28
87879,2,2
86767,23,23
14151,17,17
76852,5,17
79839,8,8
20454,18,18
31587,5,5
79562,21,21
71306,21,21
14943,29,29
52562,8,8
109087,8,8
105104,16,16
95037,6,6
37413,8,8
53153,6,6
1315,29,29
87422,0,0
64816,9,9
8114,8,8
106766,18,18
80384,17,17
105011,9,9
62965,17,17
478,18,18
121597,9,9
46681,17,17
104065,21,21
39061,21,21
56969,11,11
90359,2,17
27964,17,17
27169,8,8
26200,22,23
4684,19,19
69470,8,8
71570,21,17
97159,17,17
55791,30,30
35510,17,17
777,15,15
46693,19,19
116201,12,12
6175,8,8
49532,17,17
29683,17,17
53247,25,25
96750,0,0
62654,1,1
27607,17,17
62581,3,3
109722,22,22
65399,8,8
29657,17,17
43230,17,17
72400,2,2
42338,17,17
71787,17,17
96031,22,22
55694,10,10
96363,8,8
104624,17,17
40146,1,1
120410,9,12
53610,24,24
39,5,5
5562,17,17
15902,13,13
75678,13,13
71061,12,12
64992,17,17
16218,17,17
90889,8,8
101455,18,18
123646,17,17
81729,6,6
57712,17,17
63677,8,2
69411,14,14
121811,13,3
96349,30,30
15822,17,17
72931,11,11
36795,17,17
35438,17,17
109998,9,9
47061,16,16
66272,2,2
60936,8,8
100329,16,16
28238,17,17
69722,17,17
3897,8,8
105734,17,17
30047,25,25
3325,27,27
56719,17,17
12853,23,23
97828,8,8
87662,19,19
104031,13,13
28144,15,15
52308,8,8
67549,14,14
111162,10,10
2735,5,5
93263,12,12
16726,8,8
124671,12,3
17990,17,17
70183,15,15
12080,8,8
49152,2,2
6411,2,2
14007,29,29
42173,12,12
95496,12,12
54106,28,28
52594,5,5
61085,24,24
89488,12,12
56466,3,3
31375,15,17
52213,8,8
87306,18,17
112168,16,16
5827,29,29
121311,19,19
12492,17,17
114972,8,8
103209,16,16
53500,17,17
87645,19,17
99905,17,17
8827,29,19
40646,12,12
18331,5,5
30669,25,25
122661,17,17
64330,8,8
59345,20,20
72093,8,8
85175,26,26
88256,17,10
101561,3,12
7291,5,5
82211,17,17
83261,22,22
17947,15,15
75737,8,17
26450,17,17
35441,17,17
119903,10,10
54541,28,28
1768,27,17
18600,17,17
43449,18,18
40974,17,17
68272,21,21
96179,14,14
76353,19,19
71167,17,17
7959,22,22
54657,28,28
115665,30,30
76336,16,16
